銘柄コード,売り上げ高(2019),売り上げ高(2020),売り上げ高(2021),営業益(2019),営業益(2020),営業益(2021),営業利益率(2019),営業利益率(2020),営業利益率(2021),ROE(2019),ROE(2020),ROE(2021)
7242,"412,214","381,584","310,000","-28,496","-40,298","4,000",-6.91,-10.56,1.29,-15.02,-55.39,0.69
8014,"356,537","329,360","210,000","8,047","8,219","4,700",2.26,2.50,2.24,10.74,10.99,3.87
9404,"424,945","426,599","376,000","49,749","43,111","20,000",11.71,10.11,5.32,5.41,4.11,0.13
2207,"23,681","22,995","24,000",207,-629,150,0.87,-2.74,0.63,1.27,1.43,1.99
1802,"2,039,685","2,073,043","1,860,000","155,480","152,871","119,000",7.62,7.37,6.40,15.57,14.25,11.02
6758,"8,665,687","8,259,885","8,500,000","894,235","845,459","700,000",10.32,10.24,8.24,27.30,14.79,15.90
5192,"72,002","71,051","61,000","8,127","7,299","3,200",11.29,10.27,5.25,8.75,7.57,3.82
7267,"15,888,617","14,931,009","13,050,000","726,370","633,637","420,000",4.57,4.24,3.22,7.53,5.60,4.85
8291,"155,801","153,147","130,000","4,721","4,350","1,800",3.03,2.84,1.38,6.93,5.54,0.49
1801,"1,650,877","1,751,330","1,530,000","153,323","167,755","120,000",9.29,9.58,7.84,16.23,16.60,10.85
2204,"38,744","36,121",－,109,"-1,393",－,0.28,-3.86,－,2.87,0.76,－
6704,"20,847","22,294","21,900",-216,150,-200,-1.04,0.67,-0.91,2.10,0.29,0.00
5410,"148,355","168,042","139,000","4,342","9,125","4,500",2.93,5.43,3.24,4.25,8.07,4.08
8038,"116,382","117,857","100,000","1,362","1,344","1,000",1.17,1.14,1.00,8.87,8.36,5.33
4519,"579,787","686,184","740,000","124,323","210,597",－,21.44,30.69,－,12.78,19.57,－
3877,"96,716","95,140","80,000",-397,"2,057","-1,450",-0.41,2.16,-1.81,1.48,1.90,-4.58
2540,"10,523","10,478","10,620",558,598,520,5.30,5.71,4.90,1.67,1.97,1.70
4514,"46,706","52,542","53,000","1,782","1,507","2,000",3.82,2.87,3.77,4.06,1.53,3.48
6018,"12,036","11,517",－,787,937,－,6.54,8.14,－,4.56,5.34,－
6755,"252,667","262,117","280,000","14,589","14,941","19,000",5.77,5.70,6.79,8.31,5.33,10.56
9672,"22,760","24,836","28,240","6,634","7,981","10,660",29.15,32.13,37.75,7.34,7.99,10.05
9355,"17,625","16,803","14,130",787,497,-610,4.47,2.96,-4.32,3.77,0.67,-3.25
2264,"583,582","590,892","580,000","22,331","25,359","26,000",3.83,4.29,4.48,8.63,10.70,7.80
6339,"110,076","102,703","78,000","5,586","4,734",-300,5.07,4.61,-0.38,5.65,3.03,-0.54
8058,"16,103,763","14,779,734",－,－,－,－,－,－,－,10.71,9.80,3.81
2208,"117,572","117,551","118,600","4,449","2,919","3,600",3.78,2.48,3.04,6.90,3.99,4.98
1515,"123,372","117,502","114,000","7,479","7,576","6,400",6.06,6.45,5.61,5.25,4.46,3.85
2206,"350,270","288,187","358,000","16,746","15,605","18,000",4.78,5.41,5.03,5.61,－,5.76
3409,454,590,－,-9,-59,－,-1.98,-10.00,－,-1.22,-9.58,－
5991,"681,006","664,499","575,000","26,650","20,715","2,500",3.91,3.12,0.43,2.48,1.67,0.39
4182,"648,986","613,344","550,000","41,386","34,260","29,000",6.38,5.59,5.27,11.34,4.25,4.79
5809,"57,995","58,171","55,800","4,067","3,781","3,200",7.01,6.50,5.73,6.91,6.27,5.04
5807,"18,786","17,755","16,700","2,113","2,260","1,700",11.25,12.73,10.18,15.65,9.09,8.30
7952,"72,376","71,302","63,000","3,669","2,960","1,000",5.07,4.15,1.59,8.35,6.11,-2.08
2109,"105,274","113,854","115,000","3,742","4,848","4,800",3.55,4.26,4.17,8.18,2.88,2.91
5721,"1,084",587,"1,200",-139,-285,-230,-12.82,-48.55,-19.17,-5.49,5.21,-11.26
6622,"143,457","145,044","140,000","8,369","9,065","9,500",5.83,6.25,6.79,8.00,8.48,8.49
6218,"30,747","27,125","21,100","2,599","2,120",-100,8.45,7.82,-0.47,20.56,14.72,-4.52
4616,"5,692","5,741","4,839",243,206,-99,4.27,3.59,-2.05,10.38,8.57,-1.91
8802,"1,263,283","1,302,196","1,142,000","229,178","240,768","191,000",18.14,18.49,16.73,7.76,8.47,6.27
2107,"13,677","13,515","12,500",948,969,800,6.93,7.17,6.40,8.51,8.34,6.37
4204,"1,142,713","1,129,254","1,053,600","95,686","87,768","70,000",8.37,7.77,6.64,11.06,9.69,7.08
6208,"11,756","12,227","12,600",220,202,230,1.87,1.65,1.83,2.94,4.25,3.19
5103,"15,018","15,479",－,968,-131,－,6.45,-0.85,－,-5.11,-11.04,－
9505,"622,930","628,039",－,"12,824","29,461",－,2.06,4.69,－,0.80,4.23,－
9605,"137,038","141,376","106,200","22,970","22,003","7,900",16.76,15.56,7.44,6.61,6.61,1.43
9507,"737,274","733,187",－,"25,729","31,288",－,3.49,4.27,－,5.38,5.62,－
4008,"109,634","99,701","100,000","9,072","7,775","8,000",8.27,7.80,8.00,0.94,6.70,8.92
7259,"4,043,110","3,784,585","3,380,000","205,562","56,129","50,000",5.08,1.48,1.48,8.29,1.83,2.11
9661,"3,864","3,742","2,172",407,297,-384,10.53,7.94,-17.68,2.38,1.86,-2.86
4114,"338,869","302,150","260,000","26,170","13,178","1,000",7.72,4.36,0.38,7.57,3.45,0.32
6462,"90,366","84,530","67,000","6,924","5,234",100,7.66,6.19,0.15,6.94,4.97,-0.87
5603,"24,013","21,259","18,200","1,284",539,140,5.35,2.54,0.77,7.16,0.99,0.00
5476,"41,317","37,287","29,200",748,-5,"-2,500",1.81,-0.01,-8.56,1.18,-0.23,1.33
6507,"94,156","89,757","80,000","6,237","3,068","2,900",6.62,3.42,3.63,10.94,3.87,4.95
9127,"5,488","5,156","4,500",304,-243,-170,5.54,-4.71,-3.78,18.39,-14.60,1.71
5541,"49,062","44,133","33,342",176,"-1,879","-1,189",0.36,-4.26,-3.57,5.83,0.98,2.14
6902,"5,362,772","5,153,476","4,540,000","316,196","61,078","100,000",5.90,1.19,2.20,7.08,1.95,2.21
6703,"441,452","457,223","405,000","17,522","16,829","8,500",3.97,3.68,2.10,8.40,13.67,1.04
7021,"8,424","9,015","8,300",142,157,40,1.69,1.74,0.48,0.49,0.36,0.18
9506,"2,244,314","2,246,369","2,080,000","83,633","116,350","72,000",3.73,5.18,3.46,6.23,8.12,3.92
9508,"2,017,181","2,013,050","2,060,000","86,575","63,813","70,000",4.29,3.17,3.40,4.88,-0.07,4.52
9501,"6,338,490","6,241,422",－,"312,257","211,841",－,4.93,3.39,－,8.39,1.75,－
9502,"3,035,082","3,065,954","2,800,000","125,924","130,832",－,4.15,4.27,－,4.53,8.90,5.82
9504,"1,376,979","1,347,352","1,262,000","19,530","48,170","34,000",1.42,3.58,2.69,2.02,15.02,2.99
9509,"752,238","748,468","702,000","42,217","42,415","29,000",5.61,5.67,4.13,10.69,11.83,6.56
9503,"3,307,661","3,184,259","2,980,000","204,853","206,956","120,000",6.19,6.50,4.03,7.75,8.35,5.31
4615,"22,117","22,538","20,000",571,594,-250,2.58,2.64,-1.25,-1.95,3.19,2.44
5631,"220,153","217,527","195,000","24,290","18,709","10,000",11.03,8.60,5.13,16.27,7.18,4.88
3513,"12,357","11,945","11,900",485,418,300,3.92,3.50,2.52,1.97,1.98,1.46
3551,"40,426","40,866","35,000","1,001","1,045",450,2.48,2.56,1.29,3.58,3.74,2.96
5632,"129,370","117,138","92,000","1,055",436,"-6,600",0.82,0.37,-7.17,0.46,-27.68,-15.36
3512,"11,542","10,841","10,100",616,428,200,5.34,3.95,1.98,3.04,2.60,1.76
7201,"11,574,247","9,878,866","7,940,000","318,224","-40,469","-340,000",2.75,-0.41,-4.28,5.96,-14.33,-16.89
9110,"151,068","148,415","133,000","8,911","7,040","3,700",5.90,4.74,2.78,11.01,6.60,4.53
8806,"40,637","42,817","42,500","10,329","11,561","10,500",25.42,27.00,24.71,4.51,5.12,4.37
9304,"64,604","66,831","66,700","3,738","3,906","3,700",5.79,5.84,5.55,5.39,6.56,5.87
5401,"6,177,947","5,921,525","4,800,000","265,111","-406,119",－,4.29,-6.86,－,7.88,-14.70,-7.00
5706,"497,701","473,109","480,000","18,222","13,037","26,000",3.66,2.76,5.42,2.77,0.94,5.91
9303,"186,172","191,721","187,000","8,795","11,101","9,500",4.72,5.79,5.08,3.77,5.17,4.16
9305,"53,442","54,759","50,000","5,353","3,285","3,000",10.02,6.00,6.00,6.01,4.78,4.36
5471,"543,255","490,421","390,000","33,815","24,768","2,000",6.22,5.05,0.51,7.43,3.93,0.18
1961,"212,314","207,684","200,000","10,637","10,674","9,000",5.01,5.14,4.50,10.31,8.58,7.57
3302,"29,656","35,393","32,000","4,475","5,612","3,700",15.09,15.86,11.56,7.12,8.40,5.61
5711,"1,662,990","1,516,100","1,420,000","36,861","37,952",0,2.22,2.50,0.00,0.20,-12.78,-4.02
9010,"54,459","52,290","32,280","6,178","4,492","-2,390",11.34,8.59,-7.40,7.98,5.94,-9.56
3116,"1,417,376","1,372,616","1,240,000","61,257","47,785","36,000",4.32,3.48,2.90,9.90,8.50,4.99
9671,"21,957","22,238","18,900","3,263","3,122","1,100",14.86,14.04,5.82,8.20,7.31,0.42
8001,"11,600,485","10,982,968",－,"361,492","399,438",－,3.12,3.64,－,17.86,16.90,12.59
8002,"7,401,256","6,827,641",－,"173,009","133,875",－,2.34,1.96,－,12.32,-11.30,9.49
5201,"1,522,904","1,518,039","1,390,000","120,555","101,624","55,000",7.92,6.69,3.96,7.72,3.87,1.68
5202,"612,789","556,178","480,000","36,855","21,177","9,000",6.01,3.81,1.88,10.26,-19.18,－
5713,"912,208","872,615","858,000",－,－,－,－,－,－,6.43,5.91,4.56
3205,"26,368","23,596","18,200",-124,-750,"-2,300",-0.47,-3.18,-12.64,-4.05,-9.88,-23.20
3571,"11,224","11,219","7,500",239,193,-600,2.13,1.72,-8.00,1.20,-0.68,-4.13
4631,"805,498","768,568","700,000","48,385","41,332","35,000",6.01,5.38,5.00,10.43,7.68,4.90
5008,"30,760","34,596","26,400","4,152",-383,410,13.50,-1.11,1.55,10.01,－,1.40
5902,"128,757","127,741","110,800","6,191","6,333",400,4.81,4.96,0.36,2.13,3.69,0.55
7011,"4,078,344","4,041,376","3,700,000",－,－,－,－,－,－,7.86,6.63,1.75
9066,"218,040","197,387","147,000","5,698","3,528",100,2.61,1.79,0.07,7.48,4.60,0.51
4088,"742,288","809,083","820,000","42,799","50,616","50,000",5.77,6.26,6.10,10.36,9.98,8.55
5101,"650,239","650,462","565,000","53,478","58,564","28,500",8.22,9.00,5.04,9.45,10.59,4.80
5355,"9,721","9,243","7,600",558,386,70,5.74,4.18,0.92,9.12,6.64,1.70
8511,"24,321","29,101",－,"3,981","4,129",－,16.37,14.19,－,2.65,2.66,－
9045,"326,159","317,103","257,200","33,715","31,123","-1,300",10.34,9.81,-0.51,9.43,8.30,-1.41
9085,"38,771","38,094","29,100","1,021","1,044","-4,300",2.63,2.74,-14.78,0.52,0.72,-6.89
9171,"47,588","45,991","41,000","1,724",437,-150,3.62,0.95,-0.37,9.22,2.41,2.00
9302,"241,852","241,080","234,000","11,986","11,808","14,000",4.96,4.90,5.98,11.35,13.17,14.25
4078,"89,541","87,177","80,900","4,404","4,015","1,400",4.92,4.61,1.73,4.65,3.26,1.77
6331,"38,179","45,062","49,000","1,097","2,222","2,400",2.87,4.93,4.90,4.99,8.54,8.00
9062,"2,138,501","2,080,352","2,000,000","79,598","59,224","55,000",3.72,2.85,2.75,9.19,3.21,7.23
3125,"4,961","4,077","3,000",0,-85,-210,0.00,-2.08,-7.00,0.00,-8.03,-8.93
3526,"60,978","58,295","50,000","2,237",599,-600,3.67,1.03,-1.20,8.31,12.73,-12.36
9107,"836,731","735,284","590,000","-24,736","6,840","-25,000",-2.96,0.93,-4.24,-69.37,5.15,18.74
7723,"46,722","48,118","45,040","3,414","2,985","2,480",7.31,6.20,5.51,10.05,7.94,6.47
1881,"413,236","429,066","440,000","38,656","36,227","41,000",9.35,8.44,9.32,7.86,6.87,7.76
3861,"1,550,991","1,507,607","1,350,000","110,212","106,125","70,000",7.11,7.04,5.19,7.69,8.50,5.08
4113,"24,457","25,671","31,000","2,550","2,688","3,400",10.43,10.47,10.97,17.14,15.56,16.34
9310,"100,094","101,620","98,500","3,347","3,337","2,800",3.34,3.28,2.84,4.65,5.21,5.84
4118,"621,043","601,514","560,000","36,041","26,014","21,000",5.80,4.32,3.75,6.71,4.19,2.99
2501,"493,908","491,896","444,500","11,588","12,208","-7,900",2.35,2.48,-1.78,5.11,2.60,-3.99
2502,"2,120,291","2,089,048","2,007,000","211,772","201,436","124,000",9.99,9.64,6.18,13.19,11.89,5.70
4403,"189,152","180,917","167,000","28,442","26,874","21,500",15.04,14.85,12.87,12.73,11.90,9.78
4406,"28,641","26,839","22,900",602,428,150,2.10,1.59,0.66,4.14,3.35,2.86
5357,"27,875","26,654","22,700","5,134","4,017","2,400",18.42,15.07,10.57,15.27,10.68,5.92
5729,"14,083","10,913","9,300","1,252",448,640,8.89,4.11,6.88,12.03,3.95,5.84
9083,"45,889","45,076","36,500","2,326","2,043","-2,120",5.07,4.53,-5.81,4.12,2.31,-4.08
8053,"5,339,238","5,299,814",－,－,－,－,－,－,－,12.03,6.45,-6.11
4151,"271,510","305,820","313,000",－,－,－,－,－,－,8.60,10.10,6.42
5714,"452,928","485,130","563,600","18,671","25,955","31,300",4.12,5.35,5.55,6.30,7.17,4.98
6104,"117,405","116,761","92,000","3,834","3,529","-1,400",3.27,3.02,-1.52,4.96,8.62,-3.16
9635,"1,688","1,512","1,245",139,5,25,8.23,0.33,2.01,3.30,-1.37,-0.68
8247,"45,627","43,667",－,375,402,－,0.82,0.92,－,-82.13,16.56,－
2872,"4,047","3,733","3,500",46,-72,40,1.14,-1.93,1.14,5.80,-6.30,4.04
4028,"106,441","101,066","98,000","11,372","6,188","2,700",10.68,6.12,2.76,12.19,3.10,0.40
4617,"88,452","87,729","80,000",-588,"3,498","6,000",-0.66,3.99,7.50,-1.03,-0.12,6.04
5191,"469,705","445,148","375,000","1,153","8,898","-8,500",0.25,2.00,-2.27,-3.11,0.57,-9.19
5912,"50,352","53,158","55,000","4,118","3,785","3,400",8.18,7.12,6.18,12.16,22.34,6.46
8244,"282,700","283,466","214,000","5,884","4,529","-2,700",2.08,1.60,-1.26,14.02,8.53,-18.18
9017,"19,817","18,659","12,670","1,954","1,391","-2,100",9.86,7.45,-16.57,5.47,3.77,-11.20
9104,"1,234,077","1,155,404","975,000","37,718","23,779","-13,000",3.06,2.06,-1.33,5.19,6.28,3.92
9537,"51,275","51,554","47,700","1,518","1,544","1,650",2.96,2.99,3.46,2.57,2.56,2.80
3121,"1,935","2,448","2,500",103,215,600,5.32,8.78,24.00,8.39,2.37,9.20
6101,"68,486","49,310","55,000","10,215","4,549","6,500",14.92,9.23,11.82,19.25,6.09,8.20
1941,"153,322","168,888","183,000","6,486","8,333","8,800",4.23,4.93,4.81,2.84,2.27,3.53
2602,"343,059","333,416","320,000","12,948","13,133","11,500",3.77,3.94,3.59,6.63,5.95,5.77
3521,"1,713","1,685",－,189,319,－,11.03,18.93,－,4.84,4.59,－
4516,"114,716","116,637","123,000","20,644","21,668","25,000",18.00,18.58,20.33,12.52,12.03,12.47
5122,"93,744","90,503","83,500","8,678","7,345","6,000",9.26,8.12,7.19,10.26,5.61,7.28
5446,"24,336","22,562","21,210",217,"1,427",910,0.89,6.32,4.29,0.93,6.28,5.86
7014,"124,589","111,887",－,"-4,114","-16,022",－,-3.30,-14.32,－,0.83,-27.73,－
7992,"5,400","5,325","4,740",-71,-21,-80,-1.31,-0.39,-1.69,-4.33,-6.15,-7.83
9033,"36,545","32,910","25,530",-384,-309,"-7,120",-1.05,-0.94,-27.89,1.54,1.53,-11.14
9046,"22,981","22,751","20,348","2,332","2,083",508,10.15,9.16,2.50,6.69,5.28,-0.50
9535,"81,842","82,268","74,900","1,926","2,971","2,700",2.35,3.61,3.60,4.09,4.43,3.79
9536,"203,478","204,445","191,000","10,095","7,562","4,000",4.96,3.70,2.09,7.19,6.19,1.99
7733,"793,862","797,411","697,000","28,281","83,469","60,500",3.56,10.47,8.68,1.84,12.73,-1.68
3524,"18,767","18,347","19,200",861,748,850,4.59,4.08,4.43,10.85,4.83,9.47
1301,"256,151","262,519","270,000","3,831","2,918","4,200",1.50,1.11,1.56,9.60,6.31,8.56
1305,-,-,-,-,-,-,-,-,-,-,-,-
1306,-,-,-,-,-,-,-,-,-,-,-,-
1308,-,-,-,-,-,-,-,-,-,-,-,-
1309,-,-,-,-,-,-,-,-,-,-,-,-
1311,-,-,-,-,-,-,-,-,-,-,-,-
1312,-,-,-,-,-,-,-,-,-,-,-,-
1313,-,-,-,-,-,-,-,-,-,-,-,-
1319,-,-,-,-,-,-,-,-,-,-,-,-
1320,-,-,-,-,-,-,-,-,-,-,-,-
1321,-,-,-,-,-,-,-,-,-,-,-,-
1322,-,-,-,-,-,-,-,-,-,-,-,-
1323,-,-,-,-,-,-,-,-,-,-,-,-
1324,-,-,-,-,-,-,-,-,-,-,-,-
1325,-,-,-,-,-,-,-,-,-,-,-,-
1326,-,-,-,-,-,-,-,-,-,-,-,-
1327,-,-,-,-,-,-,-,-,-,-,-,-
1328,-,-,-,-,-,-,-,-,-,-,-,-
1329,-,-,-,-,-,-,-,-,-,-,-,-
1330,-,-,-,-,-,-,-,-,-,-,-,-
1332,"712,111","690,016","650,000","21,685","22,834","15,000",3.05,3.31,2.31,10.83,9.86,7.25
1343,-,-,-,-,-,-,-,-,-,-,-,-
1344,-,-,-,-,-,-,-,-,-,-,-,-
1345,-,-,-,-,-,-,-,-,-,-,-,-
1346,-,-,-,-,-,-,-,-,-,-,-,-
1348,-,-,-,-,-,-,-,-,-,-,-,-
1349,-,-,-,-,-,-,-,-,-,-,-,-
1352,"76,880","80,492","75,000",651,839,900,0.85,1.04,1.20,5.56,7.29,6.14
1356,-,-,-,-,-,-,-,-,-,-,-,-
1357,-,-,-,-,-,-,-,-,-,-,-,-
1358,-,-,-,-,-,-,-,-,-,-,-,-
1360,-,-,-,-,-,-,-,-,-,-,-,-
1364,-,-,-,-,-,-,-,-,-,-,-,-
1365,-,-,-,-,-,-,-,-,-,-,-,-
1366,-,-,-,-,-,-,-,-,-,-,-,-
1367,-,-,-,-,-,-,-,-,-,-,-,-
1368,-,-,-,-,-,-,-,-,-,-,-,-
1369,-,-,-,-,-,-,-,-,-,-,-,-
1385,-,-,-,-,-,-,-,-,-,-,-,-
1386,-,-,-,-,-,-,-,-,-,-,-,-
1387,-,-,-,-,-,-,-,-,-,-,-,-
1388,-,-,-,-,-,-,-,-,-,-,-,-
1389,-,-,-,-,-,-,-,-,-,-,-,-
1390,-,-,-,-,-,-,-,-,-,-,-,-
1391,-,-,-,-,-,-,-,-,-,-,-,-
1392,-,-,-,-,-,-,-,-,-,-,-,-
1393,-,-,-,-,-,-,-,-,-,-,-,-
1394,-,-,-,-,-,-,-,-,-,-,-,-
1397,-,-,-,-,-,-,-,-,-,-,-,-
1398,-,-,-,-,-,-,-,-,-,-,-,-
1399,-,-,-,-,-,-,-,-,-,-,-,-
1456,-,-,-,-,-,-,-,-,-,-,-,-
1457,-,-,-,-,-,-,-,-,-,-,-,-
1458,-,-,-,-,-,-,-,-,-,-,-,-
1459,-,-,-,-,-,-,-,-,-,-,-,-
1460,-,-,-,-,-,-,-,-,-,-,-,-
1464,-,-,-,-,-,-,-,-,-,-,-,-
1465,-,-,-,-,-,-,-,-,-,-,-,-
1466,-,-,-,-,-,-,-,-,-,-,-,-
1467,-,-,-,-,-,-,-,-,-,-,-,-
1468,-,-,-,-,-,-,-,-,-,-,-,-
1469,-,-,-,-,-,-,-,-,-,-,-,-
1470,-,-,-,-,-,-,-,-,-,-,-,-
1471,-,-,-,-,-,-,-,-,-,-,-,-
1472,-,-,-,-,-,-,-,-,-,-,-,-
1473,-,-,-,-,-,-,-,-,-,-,-,-
1474,-,-,-,-,-,-,-,-,-,-,-,-
1475,-,-,-,-,-,-,-,-,-,-,-,-
1476,-,-,-,-,-,-,-,-,-,-,-,-
1477,-,-,-,-,-,-,-,-,-,-,-,-
1478,-,-,-,-,-,-,-,-,-,-,-,-
1479,-,-,-,-,-,-,-,-,-,-,-,-
1480,-,-,-,-,-,-,-,-,-,-,-,-
1481,-,-,-,-,-,-,-,-,-,-,-,-
1482,-,-,-,-,-,-,-,-,-,-,-,-
1483,-,-,-,-,-,-,-,-,-,-,-,-
1484,-,-,-,-,-,-,-,-,-,-,-,-
1485,-,-,-,-,-,-,-,-,-,-,-,-
1486,-,-,-,-,-,-,-,-,-,-,-,-
1487,-,-,-,-,-,-,-,-,-,-,-,-
1488,-,-,-,-,-,-,-,-,-,-,-,-
1489,-,-,-,-,-,-,-,-,-,-,-,-
1490,-,-,-,-,-,-,-,-,-,-,-,-
1491,"26,457","28,517","32,600",593,-813,-60,2.24,-2.85,-0.18,1.86,-4.53,-1.87
1492,-,-,-,-,-,-,-,-,-,-,-,-
1493,-,-,-,-,-,-,-,-,-,-,-,-
1494,-,-,-,-,-,-,-,-,-,-,-,-
1495,-,-,-,-,-,-,-,-,-,-,-,-
1496,-,-,-,-,-,-,-,-,-,-,-,-
1497,-,-,-,-,-,-,-,-,-,-,-,-
1498,-,-,-,-,-,-,-,-,-,-,-,-
1499,-,-,-,-,-,-,-,-,-,-,-,-
1540,-,-,-,-,-,-,-,-,-,-,-,-
1541,-,-,-,-,-,-,-,-,-,-,-,-
1542,-,-,-,-,-,-,-,-,-,-,-,-
1543,-,-,-,-,-,-,-,-,-,-,-,-
1545,-,-,-,-,-,-,-,-,-,-,-,-
1546,-,-,-,-,-,-,-,-,-,-,-,-
1547,-,-,-,-,-,-,-,-,-,-,-,-
1550,-,-,-,-,-,-,-,-,-,-,-,-
1551,-,-,-,-,-,-,-,-,-,-,-,-
1552,-,-,-,-,-,-,-,-,-,-,-,-
1553,-,-,-,-,-,-,-,-,-,-,-,-
1554,-,-,-,-,-,-,-,-,-,-,-,-
1555,-,-,-,-,-,-,-,-,-,-,-,-
1557,-,-,-,-,-,-,-,-,-,-,-,-
1559,-,-,-,-,-,-,-,-,-,-,-,-
1560,-,-,-,-,-,-,-,-,-,-,-,-
1563,-,-,-,-,-,-,-,-,-,-,-,-
1566,-,-,-,-,-,-,-,-,-,-,-,-
1567,-,-,-,-,-,-,-,-,-,-,-,-
1568,-,-,-,-,-,-,-,-,-,-,-,-
1569,-,-,-,-,-,-,-,-,-,-,-,-
1570,-,-,-,-,-,-,-,-,-,-,-,-
1571,-,-,-,-,-,-,-,-,-,-,-,-
1572,-,-,-,-,-,-,-,-,-,-,-,-
1573,-,-,-,-,-,-,-,-,-,-,-,-
1574,-,-,-,-,-,-,-,-,-,-,-,-
1575,-,-,-,-,-,-,-,-,-,-,-,-
1576,-,-,-,-,-,-,-,-,-,-,-,-
1577,-,-,-,-,-,-,-,-,-,-,-,-
1578,-,-,-,-,-,-,-,-,-,-,-,-
1579,-,-,-,-,-,-,-,-,-,-,-,-
1580,-,-,-,-,-,-,-,-,-,-,-,-
1584,-,-,-,-,-,-,-,-,-,-,-,-
1585,-,-,-,-,-,-,-,-,-,-,-,-
1586,-,-,-,-,-,-,-,-,-,-,-,-
1591,-,-,-,-,-,-,-,-,-,-,-,-
1592,-,-,-,-,-,-,-,-,-,-,-,-
1593,-,-,-,-,-,-,-,-,-,-,-,-
1595,-,-,-,-,-,-,-,-,-,-,-,-
1596,-,-,-,-,-,-,-,-,-,-,-,-
1597,-,-,-,-,-,-,-,-,-,-,-,-
1598,-,-,-,-,-,-,-,-,-,-,-,-
1599,-,-,-,-,-,-,-,-,-,-,-,-
1615,-,-,-,-,-,-,-,-,-,-,-,-
1617,-,-,-,-,-,-,-,-,-,-,-,-
1618,-,-,-,-,-,-,-,-,-,-,-,-
1619,-,-,-,-,-,-,-,-,-,-,-,-
1620,-,-,-,-,-,-,-,-,-,-,-,-
1621,-,-,-,-,-,-,-,-,-,-,-,-
1622,-,-,-,-,-,-,-,-,-,-,-,-
1623,-,-,-,-,-,-,-,-,-,-,-,-
1624,-,-,-,-,-,-,-,-,-,-,-,-
1625,-,-,-,-,-,-,-,-,-,-,-,-
1626,-,-,-,-,-,-,-,-,-,-,-,-
1627,-,-,-,-,-,-,-,-,-,-,-,-
1628,-,-,-,-,-,-,-,-,-,-,-,-
1629,-,-,-,-,-,-,-,-,-,-,-,-
1630,-,-,-,-,-,-,-,-,-,-,-,-
1631,-,-,-,-,-,-,-,-,-,-,-,-
1632,-,-,-,-,-,-,-,-,-,-,-,-
1633,-,-,-,-,-,-,-,-,-,-,-,-
1651,-,-,-,-,-,-,-,-,-,-,-,-
1652,-,-,-,-,-,-,-,-,-,-,-,-
1653,-,-,-,-,-,-,-,-,-,-,-,-
1654,-,-,-,-,-,-,-,-,-,-,-,-
1655,-,-,-,-,-,-,-,-,-,-,-,-
1656,-,-,-,-,-,-,-,-,-,-,-,-
1657,-,-,-,-,-,-,-,-,-,-,-,-
1658,-,-,-,-,-,-,-,-,-,-,-,-
1659,-,-,-,-,-,-,-,-,-,-,-,-
1660,-,-,-,-,-,-,-,-,-,-,-,-
1670,-,-,-,-,-,-,-,-,-,-,-,-
1671,-,-,-,-,-,-,-,-,-,-,-,-
1672,-,-,-,-,-,-,-,-,-,-,-,-
1673,-,-,-,-,-,-,-,-,-,-,-,-
1674,-,-,-,-,-,-,-,-,-,-,-,-
1675,-,-,-,-,-,-,-,-,-,-,-,-
1676,-,-,-,-,-,-,-,-,-,-,-,-
1677,-,-,-,-,-,-,-,-,-,-,-,-
1678,-,-,-,-,-,-,-,-,-,-,-,-
1679,-,-,-,-,-,-,-,-,-,-,-,-
1680,-,-,-,-,-,-,-,-,-,-,-,-
1681,-,-,-,-,-,-,-,-,-,-,-,-
1682,-,-,-,-,-,-,-,-,-,-,-,-
1684,-,-,-,-,-,-,-,-,-,-,-,-
1685,-,-,-,-,-,-,-,-,-,-,-,-
1686,-,-,-,-,-,-,-,-,-,-,-,-
1687,-,-,-,-,-,-,-,-,-,-,-,-
1688,-,-,-,-,-,-,-,-,-,-,-,-
1689,-,-,-,-,-,-,-,-,-,-,-,-
1690,-,-,-,-,-,-,-,-,-,-,-,-
1691,-,-,-,-,-,-,-,-,-,-,-,-
1692,-,-,-,-,-,-,-,-,-,-,-,-
1693,-,-,-,-,-,-,-,-,-,-,-,-
1694,-,-,-,-,-,-,-,-,-,-,-,-
1695,-,-,-,-,-,-,-,-,-,-,-,-
1696,-,-,-,-,-,-,-,-,-,-,-,-
1697,-,-,-,-,-,-,-,-,-,-,-,-
1698,-,-,-,-,-,-,-,-,-,-,-,-
1699,-,-,-,-,-,-,-,-,-,-,-,-
2001,"335,399","344,839","345,000","11,222","11,101","9,000",3.35,3.22,2.61,5.59,5.88,4.42
2002,"565,343","712,180","700,000","26,916","28,852","26,000",4.76,4.05,3.71,5.54,5.61,4.13
2003,"54,900","57,544","56,000","4,164","4,568","4,100",7.58,7.94,7.32,10.00,9.45,8.55
2004,"255,905","254,017","254,000","8,443","8,808","7,600",3.30,3.47,2.99,9.01,8.04,9.49
2031,-,-,-,-,-,-,-,-,-,-,-,-
2032,-,-,-,-,-,-,-,-,-,-,-,-
2033,-,-,-,-,-,-,-,-,-,-,-,-
2034,-,-,-,-,-,-,-,-,-,-,-,-
2035,-,-,-,-,-,-,-,-,-,-,-,-
2036,-,-,-,-,-,-,-,-,-,-,-,-
2037,-,-,-,-,-,-,-,-,-,-,-,-
2038,-,-,-,-,-,-,-,-,-,-,-,-
2039,-,-,-,-,-,-,-,-,-,-,-,-
