銘柄コード,売り上げ高(2019),売り上げ高(2020),売り上げ高(2021),営業益(2019),営業益(2020),営業益(2021),営業利益率(2019),営業利益率(2020),営業利益率(2021),ROE(2019),ROE(2020),ROE(2021)
1758,"10,750","11,853","15,000",434,591,675,4.04,4.99,4.50,5.20,6.91,7.44
1380,"5,623","5,790","6,302",98,94,202,1.74,1.62,3.21,8.26,4.14,6.67
7571,"14,105","14,064","13,000",245,51,295,1.74,0.36,2.27,9.08,0.21,-14.25
7570,"132,944","137,815","138,000","2,482","2,919","3,000",1.87,2.12,2.17,9.11,9.99,9.56
4690,"6,650","7,016","7,013",257,516,604,3.86,7.35,8.61,5.55,10.13,9.28
4689,"954,714","1,052,943","1,140,000","140,528","152,276","160,000",14.72,14.46,14.04,8.59,10.27,－
7567,"5,929","5,452","5,454",124,84,108,2.09,1.54,1.98,3.69,2.32,2.90
7864,"162,189","160,925","165,200","12,986","12,634","11,600",8.01,7.85,7.02,8.92,9.10,8.04
1762,"249,720","282,366","276,000","12,441","14,720","12,000",4.98,5.21,4.35,6.90,8.12,6.68
7228,"8,097","8,606","9,401",594,687,"1,067",7.34,7.98,11.35,14.32,14.36,18.51
4686,"28,646","36,503",－,"7,599","13,084",－,26.53,35.84,－,15.82,19.98,－
4687,"26,590","27,795","27,800","2,157","2,206","2,250",8.11,7.94,8.09,13.47,12.73,11.92
6322,"9,162","8,414","8,000","1,416","1,000",800,15.46,11.88,10.00,15.56,10.19,7.70
7229,"181,264","163,435","173,000","8,599","4,589","3,000",4.74,2.81,1.73,6.12,1.37,-2.75
9022,"1,878,137","1,844,647","863,000","709,775","656,163","-185,000",37.79,35.57,-21.44,13.44,10.90,-5.17
4367,"18,309","18,528","18,000","1,169","1,854","1,500",6.38,10.01,8.33,4.85,7.62,7.85
4685,"33,183","33,119","30,000","2,301","2,582","2,100",6.93,7.80,7.00,17.60,17.21,12.41
6879,"90,212","94,090","84,000",926,"1,351","-2,200",1.03,1.44,-2.62,-7.37,2.64,-5.52
8742,"3,391","3,667",－,-327,-232,－,-9.64,-6.33,－,-2.04,-1.79,－
7565,"23,626","22,484","20,000",798,743,550,3.38,3.30,2.75,4.95,4.28,3.18
7564,"66,969","92,307","99,009","13,526","19,170","21,847",20.20,20.77,22.07,15.53,18.51,19.28
5484,"20,228","19,531","15,100","2,190","1,946",960,10.83,9.96,6.36,7.36,6.34,3.26
7562,"16,342","15,344",－,185,190,－,1.13,1.24,－,-1.67,-7.98,－
7771,"7,473","6,689",－,-87,-201,－,-1.16,-3.00,－,-7.06,-25.50,－
9037,"115,919","122,471","121,000","9,913","10,190","10,000",8.55,8.32,8.26,10.92,10.58,9.49
7561,"45,952","47,382","41,000",878,944,730,1.91,1.99,1.78,4.56,6.14,3.56
6881,"56,357","53,160","47,000","3,972","2,188","2,200",7.05,4.12,4.68,19.08,9.05,12.16
7867,"176,853","164,837","145,000","14,407","10,683","5,500",8.15,6.48,3.79,15.19,6.76,4.67
4681,"179,542","159,145","165,000","18,877","11,652","11,000",10.51,7.32,6.67,9.96,5.59,4.69
7559,"25,337","26,253",－,651,367,－,2.57,1.40,－,4.17,1.49,－
4678,"11,168","11,479","10,650",5,581,100,0.04,5.06,0.94,-9.22,12.64,0.42
4679,"9,727","8,746","6,800",14,-384,"-1,426",0.14,-4.39,-20.97,-1.68,-17.21,-122.47
6882,"24,369","21,875","21,000","1,833",256,400,7.52,1.17,1.90,6.82,-3.54,1.52
7551,"32,533","30,108","28,000","1,699","1,311",870,5.22,4.35,3.11,2.76,6.76,4.57
7555,"25,468","24,906","21,212",20,8,-327,0.08,0.03,-1.54,0.73,1.04,-7.46
7554,"41,268","38,237","28,000","1,636",660,-900,3.96,1.73,-3.21,23.13,-15.25,-31.32
7264,"20,368","21,401","18,576","2,030","1,256",489,9.97,5.87,2.63,10.84,5.07,2.54
7552,"240,398","233,347","240,000","4,540","2,572","3,700",1.89,1.10,1.54,7.44,3.27,5.35
4680,"101,318","104,779",－,"11,443","8,880",－,11.29,8.47,－,12.01,7.52,－
7550,"607,679","630,435","625,403","18,834","20,918","8,839",3.10,3.32,1.41,14.21,15.09,1.26
4636,"49,638","48,217","41,290",368,546,-430,0.74,1.13,-1.04,1.41,0.37,0.93
4676,"669,230","631,482","569,400","34,709","26,341","13,000",5.19,4.17,2.28,3.29,5.64,1.19
5184,"62,413","61,073","50,000","8,449","6,219","3,700",13.54,10.18,7.40,15.06,8.33,6.24
7868,"36,195","35,088","30,000","2,250","2,328","1,400",6.22,6.63,4.67,-1.18,-9.21,-1.31
4558,"5,255","5,166","5,800",5,71,230,0.10,1.37,3.97,1.53,0.55,5.25
8515,"115,328","127,038","127,800","3,031","1,679","16,400",2.63,1.32,12.83,7.85,1.11,12.11
7227,"27,669","32,355","24,600","1,283","1,510",400,4.64,4.67,1.63,12.29,14.97,4.10
7869,"3,129","2,845","3,010",124,47,83,3.96,1.65,2.76,-2.34,4.45,3.24
4674,"35,230","39,337","40,000","3,207","3,556","3,400",9.10,9.04,8.50,14.63,14.98,13.18
4673,"7,448","7,597","7,700",161,125,160,2.16,1.65,2.08,4.17,4.40,3.34
7545,"138,167","142,954","156,000","3,602","1,908","8,500",2.61,1.33,5.45,3.53,1.77,8.87
7544,"11,983","12,973","12,500",-283,359,250,-2.36,2.77,2.00,-4.19,2.56,0.00
2294,"44,342","43,937","36,800","2,338","2,429","1,000",5.27,5.53,2.72,11.40,10.05,1.64
9476,"3,077","3,009","3,041",69,5,61,2.24,0.17,2.01,1.22,-0.45,1.02
7265,"5,957","5,947","5,359",502,461,221,8.43,7.75,4.12,8.26,7.43,3.90
7870,"7,779","7,730","7,780",390,208,144,5.01,2.69,1.85,5.65,2.88,2.07
4669,"7,558","8,071","8,100",372,431,340,4.92,5.34,4.20,7.86,10.26,7.17
4668,"19,967","18,218","18,300","1,775",214,264,8.89,1.17,1.44,6.67,-18.70,2.85
4671,"44,156","43,185","41,000","1,338",841,"1,450",3.03,1.95,3.54,3.44,6.59,5.33
2816,"20,572","21,105","22,000",506,555,850,2.46,2.63,3.86,4.14,5.01,6.23
6871,"30,091","27,954","41,100","3,195","1,466","2,100",10.62,5.24,5.11,10.81,3.77,－
9436,"67,013","68,051","70,000","12,949","13,966","14,000",19.32,20.52,20.00,12.04,11.83,11.15
1764,"19,702","18,650","20,364","1,109",674,530,5.63,3.61,2.60,17.93,10.12,6.95
4667,"4,143","4,300","4,700",358,482,470,8.64,11.21,10.00,4.88,5.95,5.65
7539,"69,584","65,338","69,500","2,164","1,796","2,100",3.11,2.75,3.02,7.42,6.54,7.22
4666,"298,517","317,438","263,000","22,539","22,322","-24,200",7.55,7.03,-9.20,16.07,13.37,-39.67
1766,"328,524","323,386",－,"15,606","12,819",－,4.75,3.96,－,12.27,9.04,－
5979,"7,315","7,614","6,750",341,569,360,4.66,7.47,5.33,1.46,2.57,1.53
8349,"13,840","13,738","12,700","1,285","1,599","1,400",9.28,11.64,11.02,2.35,2.88,2.33
7871,"41,010","41,265","34,700","1,766","1,168",200,4.31,2.83,0.58,4.45,3.13,1.32
8521,"21,129","22,852",－,"1,530","2,172","1,750",7.24,9.50,－,2.34,2.47,2.14
7538,"128,657","125,056","115,000",240,272,-330,0.19,0.22,-0.29,5.87,2.43,-1.99
5987,"6,252","5,317","5,145",252,19,112,4.03,0.36,2.18,2.91,0.23,0.02
5900,"10,797","10,690","10,700",252,402,400,2.33,3.76,3.74,1.46,2.32,2.30
7872,"32,504","32,172",－,"1,370","1,370",－,4.21,4.26,－,5.05,4.48,－
5903,"5,914","5,830","5,030",748,709,505,12.65,12.16,10.04,12.00,9.50,7.43
6655,"9,026","9,166","8,242",78,212,-40,0.86,2.31,-0.49,2.38,3.67,0.57
7537,"326,694","287,550","270,000","5,048","2,369","1,250",1.55,0.82,0.46,3.78,-0.17,2.16
4664,"5,968","5,988","5,843",156,138,187,2.61,2.30,3.20,8.36,6.90,8.14
6888,"4,698","4,881","4,910",353,517,420,7.51,10.59,8.55,14.93,17.36,13.53
5697,"19,596","20,437","16,700",694,345,-20,3.54,1.69,-0.12,5.35,1.96,-0.38
4963,"25,889","27,970","25,700","1,969","2,790","2,300",7.61,9.97,8.95,6.55,7.86,5.56
7266,"118,579","112,081","88,700","3,740","2,720","-1,100",3.15,2.43,-1.24,4.91,1.11,-4.89
7532,"1,328,874","1,681,947","1,700,000","63,110","75,997","77,000",4.75,4.52,4.53,15.21,14.37,13.39
7533,"15,450","16,993","17,348","1,230","1,355","1,373",7.96,7.97,7.91,11.60,11.66,11.39
4662,"21,453","22,703","22,800","1,368","1,428","1,430",6.38,6.29,6.27,9.55,10.34,9.06
8383,"14,256","13,666",－,"1,625","1,454","1,100",11.40,10.64,－,1.92,1.85,1.47
6482,"21,833","20,011","17,000","2,760","2,309","1,600",12.64,11.54,9.41,7.17,5.66,4.17
4661,"525,622","464,450","185,460","129,278","96,862","-51,400",24.60,20.86,-27.71,11.84,7.66,-6.54
7531,"52,179","52,910","43,000","1,221",805,70,2.34,1.52,0.16,6.25,4.35,0.73
4659,"27,669","28,402","28,000","3,778","4,277","4,400",13.65,15.06,15.71,19.06,19.51,17.03
4658,"46,389","49,675","49,000","2,600","3,105","2,800",5.60,6.25,5.71,10.81,10.79,9.23
5909,"83,195","78,711","81,500","1,639",517,600,1.97,0.66,0.74,1.71,0.53,0.42
4657,"3,963","4,261","4,180",173,227,170,4.37,5.33,4.07,7.15,8.96,6.41
5941,"25,580","29,297","26,500","1,262","1,273",530,4.93,4.35,2.00,6.58,6.06,2.27
7527,"3,000","2,863","3,100",153,-251,150,5.10,-8.77,4.84,-30.46,-15.11,1.52
7713,"9,047","8,493","8,510","1,123",711,660,12.41,8.37,7.76,6.65,4.63,3.93
7399,"9,458","9,066","7,629",707,443,136,7.48,4.89,1.78,5.49,3.87,1.19
1768,"14,943","15,856","15,925",857,806,846,5.74,5.08,5.31,10.17,8.17,8.45
7524,"8,587","8,362","4,600",72,-112,-956,0.84,-1.34,-20.78,1.78,-13.43,-82.00
6824,"28,501","27,773","29,550","2,707","2,147","2,605",9.50,7.73,8.82,5.94,4.93,5.55
7525,"42,135","43,246","34,600","2,861","2,577","1,320",6.79,5.96,3.82,14.55,11.68,5.76
4962,"7,150","7,112","6,200",372,428,355,5.20,6.02,5.73,1.54,2.26,1.72
7523,"8,168","8,770","7,500","1,677","1,994","1,400",20.53,22.74,18.67,15.51,8.96,4.56
7522,"94,701","90,928",－,"1,062",92,－,1.12,0.10,－,8.25,-18.78,－
6424,"11,889","16,481","12,500",-619,"1,240",580,-5.21,7.52,4.64,-19.36,31.81,14.75
9039,"96,197","100,859","100,862","11,059","11,184","11,189",11.50,11.09,11.09,13.14,14.52,10.91
4366,"12,068","12,417","12,700",784,812,800,6.50,6.54,6.30,5.69,4.67,3.38
4653,"33,354","36,336","23,433","1,633","1,514","-1,903",4.90,4.17,-8.12,8.47,7.28,-13.04
7521,"37,135","37,589","32,481",306,"1,025",182,0.82,2.73,0.56,0.67,3.18,0.52
9040,"8,386","8,466",－,194,106,－,2.31,1.25,－,2.53,1.03,－
7520,"121,142","126,558","135,000","3,861","4,288","6,000",3.19,3.39,4.44,15.16,17.21,21.49
7268,"7,725","6,347","5,500",18,-280,-250,0.23,-4.41,-4.55,0.59,-14.75,-11.67
6890,"89,478","81,613","85,000","8,782","6,012","6,500",9.81,7.37,7.65,5.64,3.64,2.86
7519,"1,531","1,207",－,-294,-296,－,-19.20,-24.52,－,-46.47,-51.28,－
7518,"174,838","186,169","190,000","12,166","16,476","17,000",6.96,8.85,8.95,7.39,16.09,17.40
9021,"1,529,308","1,508,201","920,000","196,946","160,628","-290,000",12.88,10.65,-31.52,9.78,8.13,-24.75
7516,"333,496","374,644","428,000","19,891","20,060","29,800",5.96,5.35,6.96,9.88,9.93,13.88
7514,"66,560","57,721","58,800",867,-487,550,1.30,-0.84,0.94,4.01,-5.50,1.96
7515,"40,115","39,216","40,100",224,224,790,0.56,0.57,1.97,-32.72,8.67,19.85
9475,"8,770","8,057","6,460",-655,-68,"-1,020",-7.47,-0.84,-15.79,-11.05,0.85,-7.80
7512,"185,796","185,921","320,000","8,225","8,106","8,500",4.43,4.36,2.66,9.09,8.38,9.10
8518,"3,503","3,950",－,294,716,－,8.39,18.13,－,8.68,4.89,－
8869,"49,971","40,531","49,000","3,004","1,638","3,100",6.01,4.04,6.33,8.82,2.10,9.19
4651,"50,719","52,531","49,738","1,224","2,791","1,940",2.41,5.31,3.90,5.85,36.30,18.04
7513,"268,127","288,216","288,300","6,426","7,221","5,000",2.40,2.51,1.73,14.52,11.80,6.48
4650,"7,038","4,602",－,-193,175,－,-2.74,3.80,－,-8.44,3.95,－
6315,"28,272","25,255","26,770",937,812,"2,310",3.31,3.22,8.63,3.16,1.35,6.18
4649,"25,323","26,471","24,200",479,284,180,1.89,1.07,0.74,2.99,1.35,0.30
7212,"235,361","218,712","184,000","6,580","4,088","2,400",2.80,1.87,1.30,6.94,0.80,-2.21
7509,"38,324","38,160",－,"1,330","1,159",－,3.47,3.04,－,5.85,4.21,－
7510,"83,384","74,268","62,000","3,839","2,504","1,950",4.60,3.37,3.15,9.65,5.87,4.46
5965,"36,899","37,812","20,550","2,047","1,765",10,5.55,4.67,0.05,8.48,6.02,－
7508,"122,502","132,642","170,000","5,017","5,783","6,700",4.10,4.36,3.94,16.51,17.00,20.81
7506,"13,935","12,683","11,000",716,200,-50,5.14,1.58,-0.45,6.44,0.55,-4.70
9051,"16,415","16,193","16,300",178,441,520,1.08,2.72,3.19,-15.34,5.30,6.39
1770,"29,070","29,087","26,000","1,934","1,758","1,450",6.65,6.04,5.58,12.62,8.88,7.10
7504,"86,519","88,588","87,000","3,116","3,137","2,650",3.60,3.54,3.05,8.95,8.16,6.45
7505,"38,880","40,358","38,000",776,943,540,2.00,2.34,1.42,7.14,8.46,4.78
6894,"2,610","2,318","2,000",479,351,200,18.35,15.14,10.00,16.75,7.53,6.52
4920,"11,494","12,207","9,803",932,449,-484,8.11,3.68,-4.94,17.43,7.36,-6.75
4645,"16,410","16,463","16,061",405,308,109,2.47,1.87,0.68,16.78,0.53,-37.95
6312,"18,408","16,772","17,800","1,223",558,"1,000",6.64,3.33,5.62,6.36,2.88,5.39
7502,"23,731","23,054",－,237,268,－,1.00,1.16,－,3.37,5.43,－
4644,"5,164","5,824","6,630",706,"1,126","1,200",13.67,19.33,18.10,5.28,7.80,6.39
4642,"6,257","6,338","6,400","1,003",800,800,16.03,12.62,12.50,10.15,8.29,8.37
6870,"12,542","10,385","9,154","1,424",716,762,11.35,6.89,8.32,10.06,4.51,5.05
7501,"2,996","2,924","2,514",43,-4,-162,1.44,-0.14,-6.44,0.64,-0.27,-4.32
4641,"32,781","36,371","38,320","3,586","4,014","4,270",10.94,11.04,11.14,23.32,25.58,24.58
4640,"2,783","2,890","2,800",318,162,200,11.43,5.61,7.14,10.54,18.99,6.03
4919,"33,882","36,266","34,900","6,260","6,751","5,930",18.48,18.62,16.99,13.99,13.09,11.24
7874,"42,162","48,211","50,000","4,110","4,129","5,500",9.75,8.56,11.00,10.53,8.57,10.06
7500,"33,128","31,666","30,000","2,346","2,078","1,600",7.08,6.56,5.33,17.63,13.41,9.69
6309,"42,358","41,355","40,900","2,377","2,376","1,980",5.61,5.75,4.84,5.51,5.53,4.38
1771,"13,656","14,409","14,650",880,900,500,6.44,6.25,3.41,10.35,9.53,4.66
5970,"255,637","228,253","207,000","16,813","8,677","5,500",6.58,3.80,2.66,8.74,4.66,2.66
9739,"36,107","38,273","38,500","3,354","3,860","3,500",9.29,10.09,9.09,12.52,13.15,10.78
4918,"3,335","3,832","3,700",-989,-54,130,-29.66,-1.41,3.51,-68.14,3.11,5.57
9776,"17,065","17,659","17,226",815,944,620,4.78,5.35,3.60,6.71,6.42,4.69
5971,"10,290","8,109",－,"1,177",409,－,11.44,5.04,－,8.59,3.58,－
7494,"60,698","47,842","79,147",73,"-4,938",539,0.12,-10.32,0.68,-11.91,-36.70,0.48
8746,"3,538","4,626",－,66,"1,106",－,1.87,23.91,－,1.41,13.36,－
7490,"64,975","61,995","54,000",311,306,660,0.48,0.49,1.22,1.28,1.28,6.89
1773,-,-,-,-,-,-,-,-,-,-,-,-
9435,"484,386","524,570","525,000","64,277","73,004","75,000",13.27,13.92,14.29,20.53,19.03,15.94
1775,"87,901","81,986","75,000","4,911","5,929","4,900",5.59,7.23,6.53,14.92,15.68,12.39
6823,"21,289","21,465","21,000","2,703","2,485","1,800",12.70,11.58,8.57,9.86,8.22,6.57
7487,"41,081","40,941","40,000",587,505,600,1.43,1.23,1.50,2.95,3.92,3.10
7271,"38,045","34,282","28,500","2,212",519,-800,5.81,1.51,-2.81,10.31,-3.57,-14.67
3891,"14,373","13,099","13,800","1,346",995,"1,900",9.36,7.60,13.77,11.03,4.77,8.44
6897,"11,625","12,159","12,200",113,178,250,0.97,1.46,2.05,0.28,-2.07,0.98
7486,"28,333","27,912","25,500",903,955,800,3.19,3.42,3.14,4.21,4.55,3.89
7488,"8,330","8,019","8,700","1,050","1,048","1,210",12.61,13.07,13.91,6.73,6.89,7.26
1776,"34,737","33,384","34,800","1,568","1,605","1,450",4.51,4.81,4.17,10.21,9.33,7.80
5820,"9,164","8,522","7,220",282,201,140,3.08,2.36,1.94,11.32,3.25,2.24
7744,"63,527","65,114","40,300","6,053","3,782","5,200",9.53,5.81,12.90,3.92,1.68,－
2877,"52,449","54,261","49,800",948,"1,336",650,1.81,2.46,1.31,5.34,3.29,4.36
4557,"8,182","9,229","9,700",488,"1,334","1,800",5.96,14.45,18.56,4.48,16.19,16.63
5956,"22,651","22,687","22,000",688,900,700,3.04,3.97,3.18,3.81,4.97,3.96
8566,"313,957","332,256","330,400","17,276","17,018","16,700",5.50,5.12,5.05,7.03,6.64,6.06
7875,"36,155","35,651","31,000",588,502,-50,1.63,1.41,-0.16,-2.45,2.54,-0.88
1777,"24,124","23,123","22,300","1,580","1,618",944,6.55,7.00,4.23,14.31,13.16,6.84
7485,"948,596","875,623","770,000","20,972","19,032","13,000",2.21,2.17,1.69,8.11,7.56,4.75
9778,"3,453","3,448","3,658",335,295,184,9.70,8.56,5.03,6.59,2.30,2.90
5973,"12,696","13,079","11,900",-28,291,330,-0.22,2.22,2.77,-0.68,2.04,2.06
6898,"1,420","1,088","1,179",-114,-202,9,-8.03,-18.57,0.76,-3.34,-4.98,0.06
7483,"98,668","96,238","101,000","5,561","5,995","8,600",5.64,6.23,8.51,6.32,6.06,8.35
7482,"47,696","48,254","47,200",670,505,50,1.40,1.05,0.11,1.54,1.01,-2.31
9780,"22,173","23,337","23,700",383,553,635,1.73,2.37,2.68,7.60,7.74,9.56
7480,"48,040","44,560","40,600","1,591","1,379",780,3.31,3.09,1.92,7.91,6.40,3.46
7481,"100,124","95,975",－,744,284,－,0.74,0.30,－,4.14,2.79,－
4556,"4,670","4,609","4,500",581,608,650,12.44,13.19,14.44,10.28,9.93,9.96
7477,"7,373","7,120","7,123",79,74,60,1.07,1.04,0.84,2.40,1.65,0.89
5285,"16,871","16,269","17,560",540,412,580,3.20,2.53,3.30,7.84,4.93,7.80
7476,"66,733","70,389","75,070","7,562","8,550","6,820",11.33,12.15,9.08,10.00,10.89,8.23
6869,"293,506","301,980","310,000","61,282","55,284","48,500",20.88,18.31,15.65,16.32,12.87,10.80
8747,"5,911","7,041",－,750,"1,498",－,12.69,21.28,－,6.12,8.80,－
7475,"82,215","87,321","93,754","2,622","1,089","1,893",3.19,1.25,2.02,7.99,3.37,5.26
7877,"8,093","8,097","7,300",306,248,100,3.78,3.06,1.37,3.96,2.01,0.74
7472,"29,066","26,197","25,000","1,895","1,328","1,200",6.52,5.07,4.80,8.17,5.62,4.90
7878,"2,356","2,733","1,900",88,103,0,3.74,3.77,0.00,7.47,7.12,1.64
9782,"26,779","27,146","27,304","1,366","1,663","1,524",5.10,6.13,5.58,8.59,9.79,8.38
9783,"439,431","448,577","426,000","16,245","21,266","9,300",3.70,4.74,2.18,2.88,3.72,0.00
6151,"28,959","27,054","21,200","5,487","3,965","1,430",18.95,14.66,6.75,6.80,5.07,1.94
7467,"119,021","128,206","118,000","4,319","4,173","3,050",3.63,3.25,2.58,9.31,8.43,5.67
4629,"29,579","28,063","25,511",979,"1,538","1,712",3.31,5.48,6.71,6.04,8.85,8.70
5284,"24,068","23,089","25,000",855,"1,142",960,3.55,4.95,3.84,10.16,13.56,9.58
7879,"66,216","67,819","61,500","3,799","3,586","2,650",5.74,5.29,4.31,13.64,9.09,5.98
3515,"8,840","8,519","7,000",-73,-167,-450,-0.83,-1.96,-6.43,-6.65,-3.90,-5.80
5982,"51,518","53,580",－,"4,519","4,813",－,8.77,8.98,－,10.13,10.04,－
7466,"42,885","43,860","39,267","1,925","1,945","1,621",4.49,4.43,4.13,8.76,8.97,5.82
7463,"20,048","21,114",－,"4,879","5,253",－,24.34,24.88,－,11.62,12.10,－
7464,"9,842","10,146","10,200",908,973,980,9.23,9.59,9.61,12.65,11.91,11.62
2919,"8,251","8,565","9,060",452,568,850,5.48,6.63,9.38,4.37,5.19,6.32
9787,"302,915","308,582","315,000","13,030","16,001","16,500",4.30,5.19,5.24,8.06,12.29,12.42
7461,"32,591","32,710","33,000","1,479","1,590","1,600",4.54,4.86,4.85,7.42,7.29,7.16
7462,"3,333","3,278","2,700",39,52,40,1.17,1.59,1.48,72.57,1.45,1.47
9369,"169,155","172,185","170,000","4,698","4,133","2,400",2.78,2.40,1.41,6.73,5.10,1.48
6899,"47,547","45,496","40,000","1,730",959,0,3.64,2.11,0.00,10.18,3.33,0.00
6307,"5,650","5,714","5,100",548,676,450,9.70,11.83,8.82,7.45,13.34,8.30
7460,"119,388","118,948","106,000","3,008","2,348","1,550",2.52,1.97,1.46,4.94,2.98,2.32
7458,"143,833","146,297","100,050","19,672","19,058","-1,300",13.68,13.03,-1.30,12.25,9.46,－
7883,"15,279","16,194","14,460",124,170,28,0.81,1.05,0.19,1.71,1.88,1.12
7459,"3,181,928","3,253,079","3,207,000","49,827","53,109","32,000",1.57,1.63,1.00,7.00,7.61,4.38
1780,"32,305","23,769","22,600","1,913","1,399","1,300",5.92,5.89,5.75,8.86,6.61,5.71
4555,"184,341","182,537","200,200","25,798","26,793","26,850",13.99,14.68,13.41,10.18,9.42,9.31
9788,"89,111","88,222","56,000","2,037","2,118","2,000",2.29,2.40,3.57,4.66,2.58,6.52
6518,"15,804","13,719","12,800",859,245,230,5.44,1.79,1.80,7.50,1.94,2.45
9055,"104,919","100,741","93,000","4,722","4,118","3,200",4.50,4.09,3.44,5.63,5.24,3.42
9790,"11,414","12,454","11,900","4,096","4,534","4,320",35.89,36.41,36.30,29.76,27.36,21.56
7705,"24,800","25,530","26,540","2,988","2,716","3,190",12.05,10.64,12.02,10.20,7.81,8.82
6822,"22,561","25,314","30,700","-1,576",569,320,-6.99,2.25,1.04,-36.32,8.18,5.54
7273,"16,846","15,647","9,371",780,380,-878,4.63,2.43,-9.37,11.10,5.70,-24.88
7456,"208,338","210,976","220,000","4,948","6,241","6,300",2.37,2.96,2.86,5.87,6.78,7.37
5344,"41,193","41,231","36,500","9,556","9,345","7,900",23.20,22.66,21.64,13.02,10.30,8.73
4960,"9,373","10,596","10,000",326,386,300,3.48,3.64,3.00,1.45,2.07,1.13
7455,"49,689","48,307","43,816",146,476,-998,0.29,0.99,-2.28,-4.24,-2.44,-5.83
1782,"19,030","18,014","19,000","1,706","1,540","1,200",8.96,8.55,6.32,13.33,10.87,8.80
7453,"438,713","179,392","487,600","36,380",872,"49,200",8.29,0.49,10.09,11.78,－,19.32
9791,"36,442","36,846","34,500","1,998","2,051","1,600",5.48,5.57,4.64,8.59,6.30,6.12
9793,"51,313","54,088","49,000","9,107","10,865","8,490",17.75,20.09,17.33,9.70,10.43,7.69
7885,"23,657","22,346","19,300","1,136",754,-130,4.80,3.37,-0.67,3.33,2.00,0.35
2918,"215,696","213,581","192,000","1,526","2,721","2,200",0.71,1.27,1.15,1.38,2.28,0.69
7450,"48,876","49,301","50,500",174,378,"1,020",0.36,0.77,2.02,0.34,-4.60,5.18
7448,"8,579","7,769",－,91,28,－,1.06,0.36,－,0.56,-1.09,－
7451,"2,620,316","2,654,698","2,600,000","16,742","15,378","14,400",0.64,0.58,0.55,6.96,6.34,5.79
2917,"18,470","18,060","18,410",361,342,360,1.95,1.89,1.96,2.25,1.76,2.10
1783,"3,300","2,474","7,671",-134,-929,212,-4.06,-37.55,2.76,-0.45,-64.38,0.26
4554,"36,279","33,793","34,702","4,173","3,139","2,857",11.50,9.29,8.23,7.93,5.26,5.26
4958,"50,493","50,192","52,100","4,678","5,356","5,160",9.26,10.67,9.90,4.47,5.59,5.14
7447,"16,785","17,066","17,300","4,918","4,937","5,068",29.30,28.93,29.29,8.83,8.70,8.77
9795,"11,592","10,927","12,211","2,689","1,929","2,706",23.20,17.65,22.16,9.84,6.48,8.77
7446,"31,013","31,040","31,800",283,361,390,0.91,1.16,1.23,4.16,6.90,4.89
9797,"15,727","16,503","16,700","1,235","1,624","1,100",7.85,9.84,6.59,4.61,18.56,12.23
5283,"64,322","62,519","63,200",999,"1,077",900,1.55,1.72,1.42,6.71,8.20,6.75
7445,"73,960","52,969","62,000","-2,175","-3,775","1,500",-2.94,-7.13,2.42,-23.71,-29.02,3.56
7444,"48,230","51,829","53,000","1,609","1,591","1,250",3.34,3.07,2.36,7.01,6.68,5.07
5983,"9,863","9,893","9,819",180,454,419,1.83,4.59,4.27,0.94,4.35,2.18
7443,"36,437","33,929","30,871",11,18,－,0.03,0.05,－,0.10,1.92,3.52
7442,"48,494","46,657","45,500",142,48,20,0.29,0.10,0.04,2.08,1.06,0.95
9613,"2,163,625","2,266,808","2,170,000","147,716","130,937","120,000",6.83,5.78,5.53,10.69,8.06,7.19
7886,"16,044","15,859",－,-58,228,－,-0.36,1.44,－,-14.43,6.07,－
5984,"20,207","18,984","15,000","1,930","1,391",-350,9.55,7.33,-2.33,5.93,3.30,-2.15
5988,"68,298","62,480","46,500","9,312","6,753","2,400",13.63,10.81,5.16,8.49,5.84,3.05
7441,"59,801","57,364","47,613","1,159","1,194","1,117",1.94,2.08,2.35,4.97,3.11,4.91
5384,"37,394","38,408","39,500","5,310","6,007","6,800",14.20,15.64,17.22,8.70,8.35,9.66
9057,"28,414","34,001","37,500","1,597","2,345","2,700",5.62,6.90,7.20,7.44,11.08,11.61
7887,"19,280","19,731","18,000","1,567","1,724","1,000",8.13,8.74,5.56,4.75,4.66,3.05
9799,"11,313","12,055","12,200","1,054","1,178","1,200",9.32,9.77,9.84,9.84,9.83,9.68
9600,"27,591","31,097","31,500","2,345","2,501","2,580",8.50,8.04,8.19,10.92,11.30,10.91
5282,"34,266","27,832","30,900","3,504","1,403","1,100",10.23,5.04,3.56,10.61,2.68,3.72
7438,"57,828","60,599","62,000","3,907","4,085","3,700",6.76,6.74,5.97,10.69,10.44,8.74
9058,"151,111","163,463","149,000","6,733","7,566","7,640",4.46,4.63,5.13,13.48,13.65,13.11
1787,"10,976","11,019","11,200",599,621,630,5.46,5.64,5.63,6.10,6.53,6.92
6904,"43,135","41,136","34,000","1,737",683,-950,4.03,1.66,-2.79,6.82,1.45,-6.20
9603,"728,554","808,510","424,000","18,083","17,540","-36,700",2.48,2.17,-8.66,12.72,13.24,-43.10
1788,"5,500","5,703","6,000",97,91,130,1.76,1.60,2.17,2.05,3.73,3.60
7888,"55,146","50,716","51,000","2,253",694,800,4.09,1.37,1.57,7.58,-2.16,1.09
7435,"32,912","31,379","30,300","1,562",933,210,4.75,2.97,0.69,7.52,3.79,0.60
7434,"26,459","25,313","24,500",481,223,190,1.82,0.88,0.78,3.61,5.13,1.26
